plan_week,region,node_type,origin_node,destination_node,lane_id,ship_method,forecasted_packages,actual_packages,planned_capacity,available_capacity,capacity_utilization,volume_variance,forecast_error_pct,cost_per_package,on_time_delivery_rate,missed_promise_units,backlog_units,labor_hours,trailer_count
2026-03-09,Central,Sort Center,MSP2,ORD3,MSP2-ORD3,Linehaul,57920,56618,62328,5710,0.9084,-1302,-0.0225,1.32,0.9728,1290,2065,5068,40
2026-03-09,Central,Delivery Station,MSP2,ORD3,MSP2-ORD3,Ground,99897,96256,109573,13317,0.8785,-3641,-0.0364,1.25,0.9588,3530,342,6218,74
2026-03-09,Central,Sort Center,ORD3,MSP2,ORD3-MSP2,Air,72304,81682,76186,-5496,1.0721,9378,0.1297,1.94,0.9604,2606,6076,8109,57
2026-03-09,Central,Fulfillment Center,ORD3,MSP2,ORD3-MSP2,Ground,86282,85468,105841,20373,0.8075,-814,-0.0094,1.58,0.9687,2904,1466,6269,48
2026-03-09,Central,Delivery Station,ORD3,MSP2,ORD3-MSP2,Ground,51947,48505,56946,8441,0.8518,-3442,-0.0663,1.46,0.9833,593,1237,4019,37
2026-03-09,East,Delivery Station,EWR4,JFK8,EWR4-JFK8,Ground,28481,26719,26942,223,0.9917,-1762,-0.0619,1.56,0.9431,1552,1332,2372,21
2026-03-09,East,Sort Center,EWR4,JFK8,EWR4-JFK8,Linehaul,107885,99871,115181,15310,0.8671,-8014,-0.0743,1.36,0.9384,4672,1400,9924,64
2026-03-09,East,Fulfillment Center,EWR4,JFK8,EWR4-JFK8,Ground,152183,141751,175777,34026,0.8064,-10432,-0.0685,1.24,0.9714,4471,180,10423,93
2026-03-09,East,Delivery Station,EWR4,JFK8,EWR4-JFK8,Air,74532,88868,90596,1728,0.9809,14336,0.1923,1.73,0.9414,4852,46,7947,68
2026-03-09,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Linehaul,84156,84647,101794,17147,0.8316,491,0.0058,1.14,0.9606,3740,1314,6241,61
2026-03-09,East,Fulfillment Center,JFK8,BOS6,JFK8-BOS6,Air,45081,44385,52370,7985,0.8475,-696,-0.0154,2.04,0.9462,2135,2204,3000,32
2026-03-09,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Ground,46409,46933,52138,5205,0.9002,524,0.0113,1.33,0.963,1439,121,3876,29
2026-03-09,East,Fulfillment Center,JFK8,BOS6,JFK8-BOS6,Ground,86347,85152,94832,9680,0.8979,-1195,-0.0138,1.23,0.9427,3875,2034,5681,56
2026-03-09,East,Fulfillment Center,JFK8,BOS6,JFK8-BOS6,Ground,152300,166953,154825,-12128,1.0783,14653,0.0962,1.58,0.9236,11321,13332,13140,128
2026-03-09,East,Delivery Station,JFK8,BOS6,JFK8-BOS6,Linehaul,77219,79073,89668,10595,0.8818,1854,0.024,1.29,0.9476,4839,292,5533,53
2026-03-09,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Ground,83440,87810,103337,15527,0.8497,4370,0.0524,1.43,0.9841,1468,428,7340,52
2026-03-09,East,Delivery Station,JFK8,BOS6,JFK8-BOS6,Same-Day,18131,17175,18608,1433,0.923,-956,-0.0527,2.48,0.9484,650,575,1165,12
2026-03-09,East,Fulfillment Center,PHL6,BOS6,PHL6-BOS6,Air,132297,136440,144625,8185,0.9434,4143,0.0313,2.07,0.967,4268,1413,11939,76
2026-03-09,East,Sort Center,PHL6,BOS6,PHL6-BOS6,Linehaul,107232,115648,133404,17756,0.8669,8416,0.0785,1.41,0.9485,6091,606,7470,80
2026-03-09,East,Delivery Station,PHL6,BOS6,PHL6-BOS6,Linehaul,66784,67720,73620,5900,0.9199,936,0.014,1.11,0.9452,3458,1021,5847,42
2026-03-09,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,124409,117557,133766,16209,0.8788,-6852,-0.0551,1.35,0.936,6728,972,8098,73
2026-03-09,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,102839,104253,97616,-6637,1.068,1414,0.0137,1.48,0.9294,6466,6927,7187,69
2026-03-09,South,Fulfillment Center,ATL2,MIA5,ATL2-MIA5,Same-Day,22940,24651,24295,-356,1.0147,1711,0.0746,2.65,0.9333,1656,1177,1802,19
2026-03-09,South,Delivery Station,BNA3,ATL2,BNA3-ATL2,Ground,65628,59167,73368,14201,0.8064,-6461,-0.0984,1.32,0.9813,980,1974,4463,41
2026-03-09,South,Sort Center,BNA3,ATL2,BNA3-ATL2,Air,87286,87576,105031,17455,0.8338,290,0.0033,1.74,0.9355,5170,187,7786,51
2026-03-09,South,Sort Center,BNA3,ATL2,BNA3-ATL2,Same-Day,65061,73409,69626,-3783,1.0543,8348,0.1283,2.31,0.9504,3395,4723,5135,47
2026-03-09,South,Delivery Station,CLT5,RDU2,CLT5-RDU2,Ground,98437,89769,106136,16367,0.8458,-8668,-0.0881,1.53,0.9622,3872,531,6431,60
2026-03-09,South,Delivery Station,CLT5,RDU2,CLT5-RDU2,Same-Day,23578,22773,25450,2677,0.8948,-805,-0.0341,2.42,0.9438,1512,2098,2204,13
2026-03-09,South,Fulfillment Center,CLT5,RDU2,CLT5-RDU2,Air,51537,52324,53022,698,0.9868,787,0.0153,1.76,0.9634,1891,1195,3618,37
2026-03-09,South,Sort Center,CLT5,RDU2,CLT5-RDU2,Ground,81657,68270,91495,23225,0.7462,-13387,-0.1639,1.59,0.9646,1906,1836,4342,41
2026-03-09,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Ground,114221,102624,118368,15744,0.867,-11597,-0.1015,1.37,0.9645,2994,883,8341,73
2026-03-09,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Ground,66975,69483,76486,7003,0.9084,2508,0.0374,1.46,0.9425,3399,782,6540,39
2026-03-09,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Air,79961,79720,76132,-3588,1.0471,-241,-0.003,1.74,0.9412,4573,4263,7166,50
2026-03-09,South,Sort Center,MIA5,ATL2,MIA5-ATL2,Ground,74857,77438,82207,4769,0.942,2581,0.0345,1.26,0.9534,3483,616,5004,47
2026-03-09,South,Fulfillment Center,RDU2,CLT5,RDU2-CLT5,Ground,27365,25824,25477,-347,1.0136,-1541,-0.0563,1.3,0.935,1716,435,2214,14
2026-03-09,South,Delivery Station,RDU2,CLT5,RDU2-CLT5,Air,32331,30788,39933,9145,0.771,-1543,-0.0477,2.0,0.9624,1084,312,2447,20
2026-03-09,West,Fulfillment Center,DEN4,SLC2,DEN4-SLC2,Air,100919,98393,125166,26773,0.7861,-2526,-0.025,2.22,0.9637,4146,1995,7471,76
2026-03-09,West,Sort Center,DEN4,SLC2,DEN4-SLC2,Ground,76246,82669,85211,2542,0.9702,6423,0.0842,1.19,0.9813,1704,1806,5860,63
2026-03-09,West,Sort Center,LAS7,PHX3,LAS7-PHX3,Air,59894,56318,66169,9851,0.8511,-3576,-0.0597,1.76,0.9564,2078,266,3715,40
2026-03-09,West,Sort Center,LAX9,SAN5,LAX9-SAN5,Ground,31403,32784,33847,1063,0.9686,1381,0.044,1.29,0.9493,1783,961,2055,22
2026-03-09,West,Delivery Station,PDX5,SFO9,PDX5-SFO9,Ground,23149,25557,24919,-638,1.0256,2408,0.104,1.41,0.9389,1746,820,1885,17
2026-03-09,West,Sort Center,PDX5,SFO9,PDX5-SFO9,Ground,138010,145322,151046,5724,0.9621,7312,0.053,1.39,0.9707,4842,1015,9860,92
2026-03-09,West,Sort Center,PHX3,LAS7,PHX3-LAS7,Ground,119646,130417,135814,5397,0.9603,10771,0.09,1.56,0.9777,2964,1242,10651,100
2026-03-09,West,Delivery Station,PHX3,LAS7,PHX3-LAS7,Ground,58998,59453,58053,-1400,1.0241,455,0.0077,1.23,0.949,2565,2641,4125,40
2026-03-09,West,Fulfillment Center,PHX3,LAS7,PHX3-LAS7,Air,104147,112972,108542,-4430,1.0408,8825,0.0847,2.13,0.9474,5607,6379,8050,64
2026-03-09,West,Delivery Station,PHX3,LAS7,PHX3-LAS7,Ground,22919,26501,23380,-3121,1.1335,3582,0.1563,1.21,0.9209,1846,3376,2575,18
2026-03-09,West,Sort Center,PHX3,LAS7,PHX3-LAS7,Ground,127454,129923,143255,13332,0.9069,2469,0.0194,1.49,0.963,5759,1947,11165,94
2026-03-09,West,Delivery Station,SEA1,PDX5,SEA1-PDX5,Air,57748,56995,72117,15122,0.7903,-753,-0.013,1.72,0.9611,1686,843,5621,37
2026-03-09,West,Fulfillment Center,SEA1,PDX5,SEA1-PDX5,Ground,57110,61263,65437,4174,0.9362,4153,0.0727,1.56,0.935,4497,1133,4161,46
2026-03-09,West,Sort Center,SFO9,LAX9,SFO9-LAX9,Ground,98361,97467,103359,5892,0.943,-894,-0.0091,1.59,0.9824,1360,1437,7996,72
2026-03-09,West,Delivery Station,SFO9,LAX9,SFO9-LAX9,Ground,73212,79866,84494,4628,0.9452,6654,0.0909,1.2,0.9583,2816,1777,5603,55
2026-03-09,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Ground,132252,136377,140169,3792,0.9729,4125,0.0312,1.42,0.9617,4300,601,11090,103
2026-03-09,West,Delivery Station,SLC2,DEN4,SLC2-DEN4,Same-Day,38952,42003,40262,-1741,1.0432,3051,0.0783,2.42,0.9642,1162,3224,2883,26
2026-03-09,West,Delivery Station,SLC2,DEN4,SLC2-DEN4,Air,36164,29396,43462,14066,0.6764,-6768,-0.1871,1.92,0.9719,798,618,1915,24
2026-03-09,West,Fulfillment Center,SLC2,DEN4,SLC2-DEN4,Air,129114,133853,132051,-1802,1.0136,4739,0.0367,2.08,0.9738,3549,3667,9636,83
2026-03-09,West,Sort Center,SLC2,DEN4,SLC2-DEN4,Air,59357,60359,72478,12119,0.8328,1002,0.0169,2.07,0.9492,3019,1291,5207,36
2026-03-09,West,Fulfillment Center,SLC2,DEN4,SLC2-DEN4,Linehaul,98452,113224,104685,-8539,1.0816,14772,0.15,1.36,0.9378,5551,10100,7808,67
2026-03-16,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Air,86140,90516,88576,-1940,1.0219,4376,0.0508,2.04,0.9526,3785,2231,8038,67
2026-03-16,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Ground,139181,122374,124451,2077,0.9833,-16807,-0.1208,1.45,0.9798,2634,1012,8061,72
2026-03-16,Central,Sort Center,DFW7,IAH3,DFW7-IAH3,Ground,89776,88510,100118,11608,0.8841,-1266,-0.0141,1.32,0.9751,1813,1441,6688,59
2026-03-16,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Ground,155800,148201,139137,-9064,1.0651,-7599,-0.0488,1.2,0.9227,10819,12253,11302,98
2026-03-16,Central,Delivery Station,DFW7,IAH3,DFW7-IAH3,Ground,54001,54617,55989,1372,0.9755,616,0.0114,1.48,0.9472,2992,1040,3882,44
2026-03-16,Central,Delivery Station,DFW7,IAH3,DFW7-IAH3,Ground,111181,102275,96876,-5399,1.0557,-8906,-0.0801,1.56,0.9241,8652,5981,9386,79
2026-03-16,Central,Delivery Station,IND9,ORD3,IND9-ORD3,Ground,73779,74303,77051,2748,0.9643,524,0.0071,1.19,0.967,1977,359,4989,46
2026-03-16,Central,Delivery Station,IND9,ORD3,IND9-ORD3,Air,22821,24649,24999,350,0.986,1828,0.0801,1.85,0.937,1400,1033,2170,18
2026-03-16,Central,Fulfillment Center,IND9,ORD3,IND9-ORD3,Ground,33729,33609,37949,4340,0.8856,-120,-0.0036,1.27,0.9552,1532,1440,2571,22
2026-03-16,Central,Fulfillment Center,MSP2,ORD3,MSP2-ORD3,Ground,31172,32205,36868,4663,0.8735,1033,0.0331,1.22,0.9541,1131,1705,2195,24
2026-03-16,Central,Delivery Station,MSP2,ORD3,MSP2-ORD3,Ground,107240,102050,103667,1617,0.9844,-5190,-0.0484,1.4,0.9725,2395,2965,8435,75
2026-03-16,Central,Delivery Station,MSP2,ORD3,MSP2-ORD3,Ground,85920,87563,102581,15018,0.8536,1643,0.0191,1.54,0.9663,2070,369,6623,51
2026-03-16,Central,Fulfillment Center,MSP2,ORD3,MSP2-ORD3,Linehaul,30439,29444,35602,6158,0.827,-995,-0.0327,1.29,0.9376,1629,110,2053,19
2026-03-16,Central,Delivery Station,MSP2,ORD3,MSP2-ORD3,Linehaul,46960,46785,51910,5125,0.9013,-175,-0.0037,1.15,0.9414,1966,1232,2990,34
2026-03-16,Central,Delivery Station,MSP2,ORD3,MSP2-ORD3,Ground,72867,69321,82995,13674,0.8352,-3546,-0.0487,1.28,0.953,3149,877,6072,52
2026-03-16,Central,Fulfillment Center,MSP2,ORD3,MSP2-ORD3,Ground,82142,75619,72996,-2623,1.0359,-6523,-0.0794,1.2,0.9627,2047,3917,6634,51
2026-03-16,Central,Fulfillment Center,ORD3,MSP2,ORD3-MSP2,Linehaul,116474,134827,124849,-9978,1.0799,18353,0.1576,1.24,0.9552,4372,13151,10622,87
2026-03-16,Central,Sort Center,ORD3,MSP2,ORD3-MSP2,Linehaul,132042,128161,153631,25470,0.8342,-3881,-0.0294,1.38,0.9826,2386,620,8568,106
2026-03-16,Central,Fulfillment Center,ORD3,MSP2,ORD3-MSP2,Air,29346,29559,28660,-899,1.0314,213,0.0073,1.73,0.9598,1296,2109,2351,20
2026-03-16,Central,Delivery Station,ORD3,MSP2,ORD3-MSP2,Ground,22665,23695,23476,-219,1.0093,1030,0.0454,1.42,0.9583,948,1291,1738,15
2026-03-16,Central,Sort Center,ORD3,MSP2,ORD3-MSP2,Ground,97104,98437,110097,11660,0.8941,1333,0.0137,1.29,0.9571,4432,820,7647,66
2026-03-16,Central,Fulfillment Center,ORD3,MSP2,ORD3-MSP2,Ground,137152,139171,166114,26943,0.8378,2019,0.0147,1.22,0.9722,3996,1074,12001,88
2026-03-16,East,Fulfillment Center,EWR4,JFK8,EWR4-JFK8,Air,97719,98109,97359,-750,1.0077,390,0.004,2.25,0.9617,4466,1597,9256,75
2026-03-16,East,Sort Center,EWR4,JFK8,EWR4-JFK8,Ground,128642,140168,134054,-6114,1.0456,11526,0.0896,1.36,0.9636,5979,6364,12493,97
2026-03-16,East,Fulfillment Center,EWR4,JFK8,EWR4-JFK8,Ground,72418,72797,67318,-5479,1.0814,379,0.0052,1.59,0.9607,2788,8272,6107,50
2026-03-16,East,Delivery Station,EWR4,JFK8,EWR4-JFK8,Ground,24480,24900,28114,3214,0.8857,420,0.0172,1.55,0.9633,918,829,2061,17
2026-03-16,East,Fulfillment Center,EWR4,JFK8,EWR4-JFK8,Air,45364,45892,49753,3861,0.9224,528,0.0116,1.96,0.9506,2434,102,3512,35
2026-03-16,East,Delivery Station,EWR4,JFK8,EWR4-JFK8,Air,67472,72669,75852,3183,0.958,5197,0.077,1.85,0.973,1920,2232,6169,51
2026-03-16,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Linehaul,42129,44190,48415,4225,0.9127,2061,0.0489,1.22,0.9623,1629,1190,4075,26
2026-03-16,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Ground,106159,108219,110718,2499,0.9774,2060,0.0194,1.34,0.9405,7012,1784,10794,84
2026-03-16,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Ground,84043,81890,91758,9868,0.8925,-2153,-0.0256,1.49,0.9802,1456,1155,6382,47
2026-03-16,East,Fulfillment Center,PHL6,BOS6,PHL6-BOS6,Same-Day,43554,44258,50479,6221,0.8768,704,0.0162,2.6,0.9626,1473,2019,3734,31
2026-03-16,East,Delivery Station,PHL6,BOS6,PHL6-BOS6,Linehaul,43801,49798,49419,-379,1.0077,5997,0.1369,1.23,0.9494,2961,494,4295,31
2026-03-16,East,Sort Center,PHL6,BOS6,PHL6-BOS6,Ground,102902,114439,127190,12751,0.8997,11537,0.1121,1.48,0.9499,6398,210,8868,63
2026-03-16,East,Sort Center,PHL6,BOS6,PHL6-BOS6,Ground,111095,105767,133143,27376,0.7944,-5328,-0.048,1.27,0.9414,4942,795,9668,78
2026-03-16,South,Sort Center,ATL2,MIA5,ATL2-MIA5,Air,54701,60445,66305,5860,0.9116,5744,0.105,1.73,0.9411,4185,706,4408,37
2026-03-16,South,Delivery Station,BNA3,ATL2,BNA3-ATL2,Air,49732,53290,60357,7067,0.8829,3558,0.0715,1.86,0.9777,1344,915,3852,39
2026-03-16,South,Fulfillment Center,BNA3,ATL2,BNA3-ATL2,Air,79190,83294,97714,14420,0.8524,4104,0.0518,1.76,0.9592,3754,835,6640,58
2026-03-16,South,Sort Center,CLT5,RDU2,CLT5-RDU2,Ground,32864,35801,33603,-2198,1.0654,2937,0.0894,1.46,0.9666,1332,4034,2511,24
2026-03-16,South,Delivery Station,CLT5,RDU2,CLT5-RDU2,Linehaul,127806,138703,148480,9777,0.9342,10897,0.0853,1.42,0.966,5533,57,11287,90
2026-03-16,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Ground,79798,89957,96477,6520,0.9324,10159,0.1273,1.35,0.9477,3577,844,6018,68
2026-03-16,South,Sort Center,MIA5,ATL2,MIA5-ATL2,Ground,47313,51223,48714,-2509,1.0515,3910,0.0826,1.44,0.9305,3222,4607,3736,30
2026-03-16,South,Sort Center,MIA5,ATL2,MIA5-ATL2,Linehaul,101271,112652,122061,9409,0.9229,11381,0.1124,1.43,0.9619,3150,2166,10387,63
2026-03-16,South,Delivery Station,RDU2,CLT5,RDU2-CLT5,Ground,83968,94277,91130,-3147,1.0345,10309,0.1228,1.4,0.9584,3961,4053,5975,58
2026-03-16,South,Fulfillment Center,RDU2,CLT5,RDU2-CLT5,Ground,138889,143704,159427,15723,0.9014,4815,0.0347,1.5,0.9658,5578,2587,14066,92
2026-03-16,West,Fulfillment Center,DEN4,SLC2,DEN4-SLC2,Ground,123996,125523,127670,2147,0.9832,1527,0.0123,1.2,0.9492,6697,1633,8586,86
2026-03-16,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Ground,123185,133655,140657,7002,0.9502,10470,0.085,1.34,0.9461,6859,2248,10941,109
2026-03-16,West,Sort Center,DEN4,SLC2,DEN4-SLC2,Same-Day,24878,27359,29215,1856,0.9365,2481,0.0997,2.13,0.9444,1709,1306,2062,19
2026-03-16,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Ground,80905,87743,99232,11489,0.8842,6838,0.0845,1.39,0.9634,2843,518,7278,50
2026-03-16,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Linehaul,107247,94122,110705,16583,0.8502,-13125,-0.1224,1.2,0.9624,3326,244,7049,65
2026-03-16,West,Delivery Station,LAS7,PHX3,LAS7-PHX3,Ground,30153,34492,36399,1907,0.9476,4339,0.1439,1.31,0.9657,907,299,3223,24
2026-03-16,West,Delivery Station,LAS7,PHX3,LAS7-PHX3,Air,63472,65212,75072,9860,0.8687,1740,0.0274,2.28,0.961,1982,1820,6180,48
2026-03-16,West,Fulfillment Center,LAS7,PHX3,LAS7-PHX3,Linehaul,112633,124771,136641,11870,0.9131,12138,0.1078,1.19,0.9635,3462,2949,7948,70
2026-03-16,West,Sort Center,LAS7,PHX3,LAS7-PHX3,Ground,35363,30678,36882,6204,0.8318,-4685,-0.1325,1.58,0.9602,1180,1940,1922,25
2026-03-16,West,Sort Center,LAS7,PHX3,LAS7-PHX3,Linehaul,89568,99036,95920,-3116,1.0325,9468,0.1057,1.39,0.9679,2418,5876,7317,59
2026-03-16,West,Delivery Station,LAS7,PHX3,LAS7-PHX3,Ground,60236,63305,66599,3294,0.9505,3069,0.0509,1.24,0.9561,2603,647,4850,36
2026-03-16,West,Fulfillment Center,LAS7,PHX3,LAS7-PHX3,Ground,62135,58062,70301,12239,0.8259,-4073,-0.0656,1.43,0.975,1205,1744,3747,37
2026-03-16,West,Delivery Station,LAS7,PHX3,LAS7-PHX3,Ground,92332,93645,89287,-4358,1.0488,1313,0.0142,1.55,0.9674,3657,5233,6011,53
2026-03-16,West,Fulfillment Center,LAS7,PHX3,LAS7-PHX3,Ground,95551,97272,98179,907,0.9908,1721,0.018,1.37,0.9335,4766,1273,6854,80
2026-03-16,West,Sort Center,LAS7,PHX3,LAS7-PHX3,Same-Day,43601,40858,53475,12617,0.7641,-2743,-0.0629,2.39,0.9435,2008,1564,3188,24
2026-03-16,West,Fulfillment Center,LAX9,SAN5,LAX9-SAN5,Linehaul,164415,183994,189988,5994,0.9685,19579,0.1191,1.46,0.9329,12057,1974,14265,122
2026-03-16,West,Delivery Station,LAX9,SAN5,LAX9-SAN5,Air,16951,18378,17957,-421,1.0234,1427,0.0842,2.21,0.9604,764,816,1622,11
2026-03-16,West,Fulfillment Center,LAX9,SAN5,LAX9-SAN5,Air,52154,45209,54295,9086,0.8327,-6945,-0.1332,2.12,0.9455,2201,2066,3516,34
2026-03-16,West,Delivery Station,LAX9,SAN5,LAX9-SAN5,Air,68688,75443,72657,-2786,1.0383,6755,0.0983,2.29,0.9533,2805,3165,7345,57
2026-03-16,West,Fulfillment Center,LAX9,SAN5,LAX9-SAN5,Same-Day,31624,32020,38920,6900,0.8227,396,0.0125,2.41,0.9532,1242,1130,2495,19
2026-03-16,West,Fulfillment Center,LAX9,SAN5,LAX9-SAN5,Ground,41713,43387,47892,4505,0.9059,1674,0.0401,1.46,0.9485,2337,1959,4065,35
2026-03-16,West,Fulfillment Center,LAX9,SAN5,LAX9-SAN5,Ground,106071,109524,114653,5129,0.9553,3453,0.0326,1.33,0.9812,1927,1722,9103,64
2026-03-16,West,Fulfillment Center,PDX5,SFO9,PDX5-SFO9,Ground,142058,158425,159638,1213,0.9924,16367,0.1152,1.32,0.9519,5356,939,10944,129
2026-03-16,West,Delivery Station,PDX5,SFO9,PDX5-SFO9,Air,47259,45969,56252,10283,0.8172,-1290,-0.0273,1.85,0.9688,1219,1300,2943,27
2026-03-16,West,Delivery Station,PDX5,SFO9,PDX5-SFO9,Same-Day,29006,29820,36112,6292,0.8258,814,0.0281,2.48,0.936,2199,1075,2104,21
2026-03-16,West,Delivery Station,PDX5,SFO9,PDX5-SFO9,Ground,25439,24062,28698,4636,0.8385,-1377,-0.0541,1.55,0.9816,424,1580,1818,14
2026-03-16,West,Delivery Station,PDX5,SFO9,PDX5-SFO9,Air,19274,20503,22503,2000,0.9111,1229,0.0638,2.1,0.9755,361,996,1397,11
2026-03-16,West,Fulfillment Center,PHX3,LAS7,PHX3-LAS7,Ground,28625,25187,32737,7550,0.7694,-3438,-0.1201,1.21,0.9584,917,2617,2086,20
2026-03-16,West,Delivery Station,SEA1,PDX5,SEA1-PDX5,Air,65518,76394,69365,-7029,1.1013,10876,0.166,1.84,0.941,4766,7699,5004,43
2026-03-16,West,Sort Center,SEA1,PDX5,SEA1-PDX5,Linehaul,88011,76462,107134,30672,0.7137,-11549,-0.1312,1.2,0.9545,3462,1243,5230,46
2026-03-16,West,Fulfillment Center,SEA1,PDX5,SEA1-PDX5,Same-Day,70317,72311,77759,5448,0.9299,1994,0.0284,2.65,0.959,2087,1663,4687,41
2026-03-16,West,Delivery Station,SEA1,PDX5,SEA1-PDX5,Ground,67681,57440,74431,16991,0.7717,-10241,-0.1513,1.47,0.9737,1707,1657,3790,38
2026-03-16,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Ground,105119,99647,119872,20225,0.8313,-5472,-0.0521,1.57,0.9829,1362,1530,6407,62
2026-03-16,West,Delivery Station,SLC2,DEN4,SLC2-DEN4,Ground,77464,66340,62479,-3861,1.0618,-11124,-0.1436,1.49,0.9661,2390,4823,4508,38
2026-03-16,West,Delivery Station,SLC2,DEN4,SLC2-DEN4,Linehaul,97793,101549,94215,-7334,1.0778,3756,0.0384,1.46,0.9251,6942,8541,7810,79
2026-03-16,West,Fulfillment Center,SLC2,DEN4,SLC2-DEN4,Air,122692,127026,135493,8467,0.9375,4334,0.0353,1.73,0.9613,5001,362,12452,86
2026-03-16,West,Fulfillment Center,SLC2,DEN4,SLC2-DEN4,Ground,55901,53537,67044,13507,0.7985,-2364,-0.0423,1.48,0.9823,834,863,4865,44
2026-03-16,West,Sort Center,SLC2,DEN4,SLC2-DEN4,Ground,75455,84425,81316,-3109,1.0382,8970,0.1189,1.27,0.9707,2781,4067,8190,49
2026-03-23,Central,Sort Center,DFW7,IAH3,DFW7-IAH3,Ground,72020,78754,75263,-3491,1.0464,6734,0.0935,1.22,0.9362,5756,3976,5141,63
2026-03-23,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Ground,92627,100158,104929,4771,0.9545,7531,0.0813,1.45,0.9358,5072,1574,9001,77
2026-03-23,Central,Sort Center,DFW7,IAH3,DFW7-IAH3,Ground,122183,124747,124697,-50,1.0004,2564,0.021,1.38,0.9757,2366,2125,8147,99
2026-03-23,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Ground,121226,118324,145823,27499,0.8114,-2902,-0.0239,1.42,0.9543,5210,419,8275,66
2026-03-23,Central,Delivery Station,DFW7,IAH3,DFW7-IAH3,Air,56696,61638,61158,-480,1.0078,4942,0.0872,1.76,0.9727,1944,2370,4106,44
2026-03-23,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Ground,125552,130676,147429,16753,0.8864,5124,0.0408,1.51,0.9554,4765,1523,9837,106
2026-03-23,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Same-Day,25462,22302,29801,7499,0.7484,-3160,-0.1241,2.49,0.9533,867,383,1777,17
2026-03-23,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Ground,32952,37028,36380,-648,1.0178,4076,0.1237,1.34,0.9752,814,2230,2857,22
2026-03-23,Central,Sort Center,IND9,ORD3,IND9-ORD3,Same-Day,35582,40091,43290,3199,0.9261,4509,0.1267,2.48,0.9573,1336,740,2724,23
2026-03-23,Central,Sort Center,IND9,ORD3,IND9-ORD3,Air,47352,49129,59010,9881,0.8326,1777,0.0375,1.8,0.9686,1601,1105,3902,31
2026-03-23,Central,Sort Center,MSP2,ORD3,MSP2-ORD3,Ground,128985,121352,154733,33381,0.7843,-7633,-0.0592,1.28,0.9572,5587,2434,8594,82
2026-03-23,Central,Delivery Station,MSP2,ORD3,MSP2-ORD3,Air,25691,24789,30453,5664,0.814,-902,-0.0351,2.11,0.9483,1441,1909,1598,15
2026-03-23,Central,Delivery Station,ORD3,MSP2,ORD3-MSP2,Ground,73002,78851,80569,1718,0.9787,5849,0.0801,1.24,0.9409,5054,65,5308,56
2026-03-23,Central,Sort Center,ORD3,MSP2,ORD3-MSP2,Same-Day,16431,14840,19598,4758,0.7572,-1591,-0.0968,2.57,0.9531,817,96,947,10
2026-03-23,East,Delivery Station,EWR4,JFK8,EWR4-JFK8,Ground,27174,26233,31901,5668,0.8223,-941,-0.0346,1.28,0.97,616,3019,1833,15
2026-03-23,East,Sort Center,EWR4,JFK8,EWR4-JFK8,Air,70469,79636,76242,-3394,1.0445,9167,0.1301,2.05,0.9316,5129,4040,6178,49
2026-03-23,East,Sort Center,EWR4,JFK8,EWR4-JFK8,Linehaul,43050,43210,44346,1136,0.9744,160,0.0037,1.34,0.9419,2879,2337,3808,26
2026-03-23,East,Fulfillment Center,EWR4,JFK8,EWR4-JFK8,Air,93279,97154,111249,14095,0.8733,3875,0.0415,1.99,0.9644,3241,2009,6394,62
2026-03-23,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Ground,74099,72073,88011,15938,0.8189,-2026,-0.0273,1.35,0.9444,3047,1485,6098,43
2026-03-23,East,Delivery Station,JFK8,BOS6,JFK8-BOS6,Ground,46097,46010,44218,-1792,1.0405,-87,-0.0019,1.4,0.9647,1143,2103,2915,36
2026-03-23,East,Fulfillment Center,PHL6,BOS6,PHL6-BOS6,Ground,113520,128632,129374,742,0.9943,15112,0.1331,1.36,0.9665,5162,1313,11556,72
